function	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S50	S51	S52	S6	S7	S8	S9
3.7.1.8-RXN	10.0	0.0	0.0	0.0	0.0	0.0	0.5	2.0	0.0	0.0	0.5	0.0	0.0	0.33	4.5	14.17	0.0	0.0	12.5	0.0	13.67	0.0	2.33	0.0	0.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	1.0	0.0
3.7.1.9-RXN	37.67	0.0	1.67	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	18.33	0.0	0.0	0.0	5.33	0.0	0.0	0.0	0.0	0.67	8.16	0.0	0.0	0.0	0.0	0.0	0.5	3.0	0.0	0.0	0.5	18.33	24.0	0.0	1.0	0.0	106.0	0.0	0.0	1.0	24.16	59.0	21.5	228.17	17.84	7.17	6.0	48.33	19.33	0.0
325-BISPHOSPHATE-NUCLEOTIDASE-RXN	12852.57	4504.08	2122.17	2583.0	2488.0	3038.54	3345.54	3720.12	2440.58	2326.43	1427.5	11073.96	3463.17	1846.3	3779.0	2642.5	4078.1	3057.72	3380.39	3319.35	3143.75	11821.29	3562.28	4415.28	4227.83	5567.43	2892.65	3290.5	1527.6	1759.52	2250.67	2341.85	5413.01	2709.24	4683.9	1907.05	1718.05	2004.15	2229.75	2385.66	3111.62	12020.74	7284.92	9713.999999999998	7141.81	6971.700000000002	2222.62	8080.5	11753.31	15474.58	2293.0
3PGAREARR-RXN	26887.36	11272.08	5489.59	6960.0	4941.75	6993.79	9483.14	7257.38	4406.0	4371.68	1599.51	22049.13	4683.92	3458.96	7344.25	3335.6800000000007	5936.6	4354.36	5411.27	6425.85	4819.26	23859.21	6027.91	5315.53	5856.08	8296.84	4143.21	5173.93	2263.7700000000004	4469.8600000000015	5458.57	5725.02	8277.17	5744.690000000001	10088.65	5104.97	3977.55	4637.98	3992.67	4343.62	8413.54	15673.63	10596.84	19896.66	11834.2	8617.41	2867.25	18255.84	30479.31	42378.65	5344.5
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	15055.58	16587.25	7477.17	9173.75	7996.030000000002	9708.12	11966.88	7617.8	6042.75	5658.2	4219.51	17804.96	9831.5	5612.910000000002	8368.75	3327.2000000000007	10591.2	8423.0	7248.17	10096.2	4383.23	22626.01	3544.67	14416.65	9308.0	5273.95	6561.59	6458.26	3618.2	4245.65	5968.45	7370.7	16900.030000000002	5405.76	13181.9	2931.85	5258.6	5512.3	4966.75	5698.02	6421.9	17921.809999999998	13166.75	12909.38	10459.28	9724.19	3213.9700000000007	14840.75	33184.130000000005	25183.07	7668.25
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	7341.0	4272.0	2011.34	2534.75	2265.03	2895.37	3211.55	2040.62	1754.59	1781.2	1374.0	9061.63	2792.5	1786.4299999999996	3640.75	734.3299999999998	2119.7	2767.89	1623.0	3310.45	1506.1	7574.6	1429.8300000000004	2730.65	2887.0	1054.11	2271.08	2584.34	1608.95	1300.39	2052.1800000000007	2210.79	4717.27	1158.36	3628.6	1176.19	1333.1	1988.21	1482.09	2333.2000000000007	2736.65	7444.05	5895.09	7137.83	7119.33	4766.25	1312.95	6511.34	12262.55	11553.91	2116.5
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN	6423.67	4421.0	2055.67	2475.0	2332.2	2869.75	3044.01	1996.67	1777.17	1697.6	1374.67	6858.5	3306.0	1778.63	3601.75	997.84	3010.1	2756.75	1427.83	3203.85	1408.7600000000002	8396.05	1182.83	4203.2	3026.0	1331.6799999999996	2250.73	2643.59	1408.6	1136.02	1635.9299999999996	2172.02	5517.51	1373.9900000000002	3483.9	688.4699999999998	1384.8	1598.48	1449.17	1934.42	1613.2	6570.9	4087.67	5583.25	4175.33	3670.5	933.85	5044.92	10491.15	8006.66	2114.25
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	241.0	65.0	2.0	19.0	10.0	98.0	201.0	70.0	0.0	53.0	16.0	466.0	45.0	11.0	12.0	98.33	137.0	28.0	202.0	45.0	80.0	339.0	323.0	25.0	61.0	5.0	101.0	32.0	10.5	224.0	141.5	13.0	79.0	685.0	46.0	816.5	10.0	69.0	16.0	174.5	850.5	9.0	68.0	292.0	3.0	51.0	5.0	729.0	140.0	2195.0	26.0
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	15648.09	5471.08	2594.59	2946.0	3454.95	4087.54	3501.14	4415.38	3305.25	3201.28	2212.01	14798.05	5877.42	2688.09	7325.5	3862.85	5018.2	4887.33	3449.92	4615.2	3952.39	14354.18	4214.66	6614.73	6208.58	6529.53	4477.33	5288.43	2675.28	2325.67	2400.03	3006.87	7890.019999999998	2391.19	5574.45	1331.02	1982.85	2490.63	2968.92	3507.390000000001	2717.65	17354.72	10794.59	11860.5	11061.66	10503.92	2995.03	9384.01	14191.96	15386.9	2897.75
4-HYDROXYPROLINE-EPIMERASE-RXN	3067.51	1054.5	402.0	496.0	982.7	1270.25	453.01	1390.01	1069.25	1310.1	791.01	2863.25	2566.5	880.4599999999998	3629.75	1892.85	1106.6	2162.75	1814.92	1406.85	1274.88	2274.8	1868.16	2385.7	2561.0	1869.85	1537.98	2208.01	983.35	1086.15	759.6	592.85	1138.85	1212.3200000000004	1117.3	629.55	311.3	565.65	824.75	1371.85	1440.45	4196.15	3165.75	1713.0	4219.16	3328.75	897.85	1586.0	1416.15	6639.24	685.75
4-NITROPHENYLPHOSPHATASE-RXN	161.4	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	31.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.5	0.0	0.0	0.0	1.33	0.67	0.0	0.67	0.67	1.0	0.0	32.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.6	1.5	410.1	6.8	0.6	0.6	28.0	172.0	19.0	0.0
4.1.1.32-RXN	1312.84	237.0	137.5	21.0	256.63	98.62	93.38	190.12000000000003	107.92	73.0	20.17	1199.96	647.5	214.33	30.5	515.67	1522.0	360.0	1714.26	155.0	255.63	2784.25	281.83	1562.25	544.5	575.83	249.25	722.5899999999998	429.25	713.87	231.08	566.17	3941.83	790.17	183.1	293.42	206.5	237.33	165.92000000000004	207.69	208.75	2037.41	1162.42	2283.33	2432.5	889.59	231.67	661.58	1834.67	982.58	176.25
4.1.1.64-RXN	3432.67	0.0	3.0	0.0	0.0	0.0	1.17	7.67	0.0	0.0	17.17	3407.0	9.0	0.33	7.5	83.17	0.0	0.0	169.82999999999996	0.0	20.67	3564.0	11.33	0.0	0.5	0.0	0.0	0.67	0.0	0.0	0.0	0.0	295.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	42.0	3044.0	120.33	51.0	105.0	1615.0	1589.0	4056.33	0.0
4.1.1.68-RXN	2800.0	7044.0	3890.0	4900.0	2938.4	4835.5	6257.0	3849.0	2233.0	2711.2	1546.0	2703.0	2672.0	3143.26	7095.5	1234.34	2884.2	3249.78	2513.0	4389.7	2626.84	4097.1	2385.66	1326.4	3610.0	1490.7	2359.46	4385.5	1535.2	1841.3	3241.34	3500.7	1176.7	1971.64	6108.6	1571.6	2452.6	2954.3	2272.0	3076.28	4695.4	7054.8	5172.0	1853.25	3402.66	4877.0	1125.7	5663.5	13626.3	10942.0	3622.5
4.1.1.74-RXN	524.1700000000002	3380.0	1602.0	2167.0	1112.5	1778.5	3079.17	1533.17	884.0	928.5	24.67	713.0	321.5	736.83	92.5	85.34	922.5	623.14	514.97	1057.0	646.17	136.0	1075.94	488.5	630.0	419.0	432.88	435.17	81.75	1141.45	1696.07	1448.5	176.5	1341.12	2519.1	1381.0	1068.0	1183.5	766.5	621.19	2852.25	1282.5	892.0	263.5	58.83	266.5	82.5	2669.0	6298.0	7314.33	1452.5
4.1.1.75-RXN	808.5	922.0	249.0	268.25	726.7	663.25	187.0	401.0	675.25	774.1	733.0	1851.25	1606.0	792.8	594.25	477.5	865.6	2013.75	668.0	287.85	704.25	1402.8	638.75	2188.7	1763.0	352.85	928.6	672.5	545.1	104.9	214.6	275.85	882.85	418.7	400.3	391.55	139.3	265.65	538.75	508.85	196.7	1628.15	536.75	160.0	1011.5	443.75	158.85	512.0	570.15	1138.25	435.75
4.1.1.76-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	21.0	0.0	38.0	5.0	14.0	0.0	0.0	0.0	0.0
4.1.1.77-RXN	118.67	739.0	3.67	77.0	573.0	412.0	0.5	28.67	580.0	359.0	16.5	1372.33	1157.0	0.33	7.5	121.5	336.0	1051.0	214.5	45.0	36.34	10.16	20.33	1959.0	744.5	102.0	452.0	4.5	213.0	0.0	19.0	0.5	522.33	71.0	71.0	1.0	2.0	110.0	172.0	98.0	4.0	1054.16	271.0	180.50000000000003	251.50000000000003	58.84	7.17	152.0	67.33	36.33	200.0
4.1.1.81-RXN	379.5	3313.0	1602.0	2048.0	1102.5	1680.5	2877.0	1468.5	884.0	875.5	23.5	627.0	276.5	725.5	66.0	60.5	723.5	595.14	375.0	936.0	524.5	119.0	512.75	403.5	568.5	345.0	313.88	141.5	63.75	523.25	1157.07	1420.5	152.5	566.12	2450.5	847.0	1036.0	1137.5	743.5	518.79	1754.25	1229.5	691.0	203.9	44.5	155.5	55.5	2018.0	5730.0	3093.0	1426.5
4.1.1.82-RXN	69.67	3.0	17.0	2.0	25.0	2.0	34.17	45.67	6.0	49.0	17.17	40.0	20.0	2.33	24.5	77.84	33.0	28.0	228.83	0.0	59.67	20.0	34.33	0.0	0.5	5.0	0.0	0.67	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	6.0	0.0	23.0	6.33	9.0	1.5	22.0	3.0	20.33	73.0
4.1.1.86-RXN	1424.5	3504.0	1676.0	2111.0	1301.5	1781.5	3121.0	1997.5	1157.0	1275.5	62.5	851.0	1008.5	972.5	199.0	1189.5	2348.5	987.0	2055.57	1099.0	938.79	2556.0	1306.61	2082.5	1454.5	1334.0	689.88	808.5	303.75	1130.45	1507.5	1664.5	2603.5	1644.62	3035.1	1317.0	1251.0	1345.5	995.5	663.9	2149.25	1725.5	1142.0	288.5	68.5	553.5	213.5	2439.0	6156.0	4774.0	1600.5
4.1.2.20-RXN	429.84	3251.0	1619.0	2031.0	1139.13	1593.12	2930.05	1472.29	895.67	913.5	57.34	643.38	279.5	728.83	82.5	208.01	753.5	601.0	671.1600000000002	907.0	588.8399999999998	131.67	458.08	390.75	525.0	361.33	215.88	143.01	70.75	677.9200000000002	1122.58	1416.17	161.32999999999996	770.29	2406.5	973.67	1047.5	1094.83	751.67	446.79	1195.75	1226.5	628.67	15.75	36.83	155.5	50.5	1847.5	5766.67	1277.66	1473.75
4.1.2.29-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.1.2.41-RXN	431.0	59.0	100.67	156.75	299.0	537.0	31.0	85.17	158.25	22.0	601.0	236.25	816.5	51.0	2924.0	212.0	48.0	38.0	46.0	1862.0	2.67	550.58	26.0	73.0	0.0	281.5	685.25	1711.75	506.25	635.2	295.0	190.0	174.32999999999996	198.0	567.1	111.75	89.0	140.0	63.75	985.4	357.25	485.25	873.25	267.75	630.0	752.25	300.5	144.42	257.33	258.08	105.0
4.1.3.17-RXN	1983.17	3996.25	1671.67	2110.0	1733.33	2003.12	2904.88	1554.29	1501.92	1271.1	40.17	3851.13	1675.5	939.3	65.75	231.50000000000003	1274.1	1693.5	649.08	1058.1	598.3399999999998	1424.05	619.2500000000001	2457.95	1636.0	690.1800000000002	780.35	183.59	605.35	399.07	1191.6799999999996	1585.77	2294.26	201.37	2847.8	130.22	1100.3	1357.23	1097.42	843.39	1101.45	4701.65	2609.92	1914.5	2893.5	1546.25	422.6	3061.92	7782.9	2559.41	1663.25
4.1.99.4-RXN	3312.17	987.0	382.0	432.75	1202.7	1284.25	316.17	782.67	1170.25	1075.1	1980.17	2041.25	2479.0	880.13	3645.75	1106.34	1830.6	2309.75	2799.83	3054.85	1818.92	2504.8	2237.08	2277.7	2595.5	2959.85	2428.6	2555.17	1259.1	671.0999999999998	791.6	528.85	1252.85	778.7	1611.9	708.55	383.3	622.65	1153.75	1902.25	695.7	4000.15	2759.75	1112.0	2490.83	3032.75	1032.85	825.0	828.15	3039.58	646.75
4.2.1.101-RXN	431.0	59.0	100.67	156.75	299.0	537.0	31.0	85.17	158.25	22.0	601.0	236.25	816.5	51.0	2924.0	212.0	48.0	38.0	46.0	1862.0	2.67	550.58	26.0	73.0	0.0	281.5	685.25	1711.75	506.25	635.2	295.0	190.0	174.32999999999996	198.0	567.1	111.75	89.0	140.0	63.75	985.4	357.25	485.25	873.25	267.75	630.0	752.25	300.5	144.42	257.33	258.08	105.0
4.2.1.103-RXN	876.17	948.0	343.0	427.0	939.7	1147.25	342.67	458.67	811.25	855.1	733.67	1912.25	2210.5	851.8	3472.25	479.17	1013.6	2084.75	822.33	1273.85	766.25	1903.8	773.75	2194.7	1767.0	448.85	1296.6	2055.67	903.1	219.9	297.6	313.85	944.85	490.7	648.3	403.55	177.3	362.65	542.75	1197.85	470.7	1935.15	959.75	240.15	1316.5	789.75	241.85	661.0	606.15	1174.58	582.75
4.2.1.107-RXN	41.0	181.0	46.0	13.0	145.0	83.0	13.0	11.0	17.0	0.0	0.0	145.0	615.0	212.0	2.0	161.0	1401.0	105.0	122.0	62.0	74.0	1842.0	24.0	1557.0	508.0	274.0	147.0	103.0	145.0	64.0	14.0	108.0	2414.0	600.0	90.0	64.0	101.0	35.0	79.0	56.0	64.0	171.0	81.0	0.0	0.0	67.0	38.0	77.0	135.0	372.0	97.0
4.2.1.41-RXN	5051.17	832.25	248.0	398.75	1156.2	1437.0	141.01	242.00000000000003	921.92	505.6	727.17	6047.25	2600.5	402.13	6308.25	385.67	799.6	1246.0	591.01	2978.6	208.13	5589.22	259.58000000000004	2067.2	1289.5	500.18	1816.85	2866.59	1412.85	779.2699999999999	558.9300000000002	466.27	2611.43	407.37	1033.9	187.22000000000003	159.3	611.73	353.92	2144.17	750.95	5268.65	3491.42	5098.25	3506.33	3409.75	849.1	2938.25	3750.07	5265.58	524.0
4.2.1.43-RXN	53.67	3.0	17.0	2.0	25.0	2.0	33.67	42.67	6.0	49.0	0.67	38.0	14.0	2.0	20.0	1.67	33.0	30.0	108.33	0.0	55.0	20.0	18.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	29.0	21.0	47.0	38.0	14.0	14.0	22.0	3.0	19.33	73.0
4.2.1.58-RXN	30416.9	8927.41	4240.67	5220.0	4847.87	6091.96	6810.56	7852.78	4880.0	4745.36	2872.67	24817.550000000007	6358.84	3488.26	7603.25	5439.67	7047.2	5829.44	6200.22	6836.7	6287.09	25686.1	7434.97	7300.809999999998	7975.16	10912.44	5853.13	6221.01	3235.03	4262.01	4897.25	4982.54	11175.35	5335.15	9458.7	3997.94	3443.1	4374.96	4598.34	4873.14	7033.57	23845.9	15618.18	23956.230000000003	15103.97	14460.78	4343.129999999999	18826.34	27583.63	39018.66	4543.75
4.2.1.59-RXN	30416.9	8927.41	4240.67	5220.0	4847.87	6091.96	6810.56	7852.78	4880.0	4745.36	2872.67	24817.550000000007	6358.84	3488.26	7603.25	5439.67	7047.2	5829.44	6200.22	6836.7	6287.09	25686.1	7434.97	7300.809999999998	7975.16	10912.44	5853.13	6221.01	3235.03	4262.01	4897.25	4982.54	11175.35	5335.15	9458.7	3997.94	3443.1	4374.96	4598.34	4873.14	7033.57	23845.9	15618.18	23956.230000000003	15103.97	14460.78	4343.129999999999	18826.34	27583.63	39018.66	4543.75
4.2.1.61-RXN	30416.9	8927.41	4240.67	5220.0	4847.87	6091.96	6810.56	7852.78	4880.0	4745.36	2872.67	24817.550000000007	6358.84	3488.26	7603.25	5439.67	7047.2	5829.44	6200.22	6836.7	6287.09	25686.1	7434.97	7300.809999999998	7975.16	10912.44	5853.13	6221.01	3235.03	4262.01	4897.25	4982.54	11175.35	5335.15	9458.7	3997.94	3443.1	4374.96	4598.34	4873.14	7033.57	23845.9	15618.18	23956.230000000003	15103.97	14460.78	4343.129999999999	18826.34	27583.63	39018.66	4543.75
4.2.1.99-RXN	12649.42	4545.08	2153.92	2582.0	2503.62	3025.67	3364.4300000000007	3321.25	2474.0	2379.18	1425.67	8496.25	3474.92	1848.63	3808.25	2694.67	4185.6	3081.22	3512.47	3411.85	3182.84	11252.38	3454.61	4406.78	4207.08	3876.18	2909.73	3283.59	1638.18	2211.2700000000004	2166.75	2444.02	6227.84	2780.99	4643.15	1917.47	1731.55	2128.98	2092.67	2364.71	3087.95	11115.23	6558.34	8424.58	5549.67	6009.51	1848.35	7665.67	12093.98	15292.16	2341.25
4.2.2.10-RXN	4.0	46.0	154.0	310.0	598.0	1074.0	62.0	22.0	272.0	22.0	1202.0	0.0	1120.0	102.0	5848.0	0.0	96.0	76.0	64.0	3724.0	0.0	954.0	24.0	0.0	0.0	196.0	1274.0	2750.0	898.0	196.0	398.0	76.0	246.0	168.0	1022.0	128.0	62.0	266.0	8.0	1906.0	548.0	376.0	36.0	1.4	0.0	84.0	242.0	2.0	66.0	34.0	206.0
4.2.2.2-RXN	1387.0	111.0	145.0	159.0	365.0	561.0	67.0	952.0	478.0	223.0	629.0	309.0	585.0	79.0	2893.0	781.0	936.0	69.0	592.72	1878.0	942.16	527.0	982.0	11.0	404.0	867.0	1028.0	1611.0	561.0	1247.0	374.0	531.0	203.0	313.0	676.0	88.0	171.0	137.0	205.0	1063.0	438.0	382.0	141.0	200.4	4.0	329.0	121.0	28.0	36.0	443.0	176.0
4.2.2.3-RXN	5153.33	1009.58	374.5	460.0	1083.37	1225.92	278.67	1099.83	957.58	924.43	1334.0	3851.42	2442.17	850.8	3535.0	827.0	913.6	2057.58	948.75	2209.35	1129.08	4781.8	910.67	2309.03	2437.83	1738.1	2271.1	2321.0	1166.1799999999996	725.4	558.85	519.85	1728.1799999999996	826.45	1460.3	561.05	378.05	518.65	850.75	1619.35	808.2	7417.32	4898.42	4428.0	3411.17	6231.42	1326.1799999999996	3368.67	2806.98	6027.75	614.25
4.2.2.5-RXN	853.0	3.0	13.0	0.0	111.0	59.0	52.0	179.0	20.0	81.0	601.0	16.0	3.0	7.0	76.0	0.0	18.0	0.0	218.0	905.0	129.0	8.0	232.0	0.0	209.0	1366.0	306.0	48.0	91.0	22.0	185.0	36.0	142.0	175.0	349.0	69.0	45.0	38.0	17.0	304.0	37.0	750.0	381.0	17.4	824.0	321.0	342.0	48.0	26.0	1750.0	29.0
4.2.2.7-RXN	309.0	0.0	5.0	0.0	0.0	0.0	49.0	167.0	6.0	77.0	0.0	3.0	0.0	7.0	0.0	0.0	0.0	0.0	218.0	19.0	127.0	0.0	129.0	0.0	153.0	470.0	30.0	0.0	0.0	2.0	9.0	0.0	0.0	105.0	33.0	0.0	24.0	0.0	15.0	0.0	2.0	50.0	40.0	9.0	0.0	80.0	0.0	14.0	12.0	1718.0	0.0
4.2.2.8-RXN	437.0	0.0	7.0	0.0	0.0	2.0	49.0	169.0	6.0	77.0	0.0	14.0	0.0	7.0	5.0	0.0	0.0	0.0	218.0	19.0	127.0	8.0	336.0	0.0	153.0	537.0	30.0	2.0	0.0	4.0	9.0	0.0	74.0	105.0	37.0	3.0	24.0	0.0	15.0	0.0	4.0	202.0	381.0	16.0	824.0	301.0	228.0	18.0	26.0	1718.0	0.0
4.2.3.12-RXN	12625.17	4483.33	2170.0	2562.0	2489.5	2949.04	3280.05	3920.45	2488.5	2354.93	1444.67	7874.38	3448.67	1843.63	3812.75	2988.84	4045.1	3047.72	3836.9	3281.35	3083.71	11300.05	3576.86	4379.78	4149.83	7120.51	2903.9	3514.09	1687.85	2345.6900000000005	2401.0	2519.02	4825.51	2801.91	4833.9	1829.47	1841.55	2002.48	2553.67	2426.83	2408.87	12604.23	7162.84	8296.23	7783.17	7242.01	2182.85	7102.25	10491.65	13389.83	2296.0
4.2.99.18-RXN	32581.47	12456.99	6004.34	7301.0	6161.67	7794.75	9767.27	9602.07	5928.33	5749.19	2912.84	26891.43	7279.51	4428.76	7727.0	6319.84	9246.7	6766.41	7742.87	7850.2	7211.38	27268.76	7944.0	9287.89	9208.49	12411.02	6296.68	7105.68	3629.28	6148.130000000001	6206.07	6965.54	14701.509999999998	6898.940000000001	12243.8	5143.440000000001	4666.1	5512.46	5339.84	5431.950000000002	8425.99	28045.33	17985.35	25338.56	17792.11	16663.89	5072.73	21515.01	34679.79	39583.320000000014	6195.0
4.3.1.15-RXN	639.92	3313.25	1606.75	2051.0	1128.25	1681.75	2878.42	1478.42	884.5	877.75	24.17	1262.25	277.75	725.5	69.0	62.67	726.0	601.64	437.47	1029.5	602.25	443.0	579.36	411.75	796.75	372.5	316.38	144.67000000000004	197.75	554.0	1210.57	1587.0	217.5	807.37	2454.75	851.0	1036.0	1226.0	747.0	518.79	1799.0	2898.5	2978.5	905.5	1301.0	2577.5	556.5	2628.75	6068.0	3478.83	1449.0
4.3.1.17-RXN	16404.17	10544.83	4393.17	5621.25	6024.73	7525.16	6910.75	6195.08	5491.33	5244.73	3041.84	17734.43	9811.67	4569.19	11296.25	4063.18	7458.4	8699.36	4491.3	7008.65	5250.84	15481.78	5617.379999999999	11386.63	10064.83	6952.31	6476.629999999999	7401.09	3969.32	3734.19	4626.29	4768.15	9471.81	6154.750000000001	8742.7	5225.7	3177.45	4314.35	4429.0	6003.47	7106.14	21557.27	14325.17	12139.95	12188.16	13540.17	3582.98	12954.59	21372.01	24480.99	5034.25
4.4.1.19-RXN	544.0	3.0	8.0	0.0	0.0	7.0	3.0	12.0	8.0	4.0	0.0	13.0	3.0	0.0	10.0	150.0	18.0	0.0	0.0	2.0	2.0	8.0	204.0	0.0	56.0	439.0	7.0	48.0	0.0	20.0	2.0	36.0	74.0	17.0	43.0	5.0	21.0	0.0	2.0	10.0	19.0	458.0	698.0	16.0	2509.0	595.0	319.0	34.0	14.0	32.0	0.0
4.4.1.25-RXN	300.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	3.0	754.0	0.0	0.0	0.0	17.5	0.0	0.0	4.5	0.0	2.0	640.0	15.25	0.0	1.0	0.5	18.38	8.0	2.25	8.75	33.0	107.5	110.0	36.12	0.0	0.0	0.0	2.0	1.5	10.0	29.75	1.0	3.0	1449.0	4.0	1.5	1.0	456.0	280.0	736.0	0.0
4.99.1.3-RXN	1508.84	3288.0	1668.0	2035.0	1158.13	1593.12	2805.38	1542.62	942.92	861.5	40.67	1569.96	251.5	720.83	67.5	380.67	739.5	572.14	571.26	992.0	611.1299999999999	436.25	496.83	384.75	547.0	520.33	248.75	224.09	278.75	816.67	1166.15	1622.67	1632.33	599.17	2456.0	733.42	1084.5	1282.83	809.42	511.08	1008.25	2990.91	1586.42	1352.91	2422.0	826.09	222.17	2196.58	7420.67	1784.08	1403.75
4.99.1.5-RXN	163.0	23.0	77.0	155.0	188.0	482.0	31.0	12.5	130.0	11.0	0.0	31.0	561.0	51.0	2858.0	0.0	55.0	38.0	75.0	978.0	10.0	505.5	12.0	0.0	0.0	98.0	368.0	1375.0	358.0	98.0	83.0	38.0	87.0	84.0	246.0	10.0	31.0	95.0	5.0	689.0	274.0	211.0	40.5	170.5	38.0	47.0	21.0	29.0	205.0	36.0	74.0
45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN	253.01	0.0	36.67	4.0	25.0	0.0	107.85	47.51000000000001	36.67	23.0	19.01	74.0	15.0	6.66	16.0	139.35	74.0	3.0	293.99	8.0	133.67999999999998	100.5	288.66	6.0	32.0	45.33	3.0	29.18	16.0	31.67	44.33	18.67	76.16	16.17	0.0	48.67	11.5	10.33	25.17	9.17	23.5	1516.0	503.17	213.5	378.66	646.0	122.0	273.17	242.0	65.32	0.0
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	15440.92	4734.83	2424.42	2779.0	2678.95	3304.54	3577.8	4387.87	2579.25	2811.28	2084.67	12743.88	3959.42	2558.43	3942.75	3637.67	4801.2	4043.97	4532.65	3654.7	3902.88	13520.68	4596.6100000000015	4636.73	5237.08	7520.28	3481.33	4209.59	2164.28	2687.67	2757.1	2974.37	7363.69	3218.19	5217.45	2431.02	1982.85	2500.63	2936.92	2912.6800000000007	3432.65	13764.38	9269.59	11046.88	12490.17	8594.76	2830.7	8785.67	13986.13	17181.410000000003	2584.25
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN	4590.5	3.25	3.67	50.0	0.0	0.0	2.0	7.17	0.0	6.0	3.0	6235.0	6.0	0.0	8.75	62.5	31.0	0.0	63.75	38.0	27.17	4412.83	66.25	30.0	2.0	66.75	5.0	18.0	4.0	20.0	171.0	3.0	901.33	354.0	0.0	3.0	4.0	8.0	3.0	10.0	18.0	208.0	690.5	5342.5	930.0	555.5	159.0	2311.67	3222.33	5931.83	4.0
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	4982.17	3519.0	1932.5	2448.0	1598.46	2487.99	3146.91	1895.41	1116.5	1306.6	1374.67	4711.26	1556.0	1569.63	3598.75	650.67	1409.1	1597.75	1219.97	3078.85	1274.42	6193.55	1213.19	736.7	1606.0	738.35	1438.73	2210.42	857.1	1113.15	1777.6	1741.35	1031.35	1373.8200000000004	3308.3	1594.3	1224.3	1539.15	1123.0	1904.59	2486.2	2151.9	1540.5	3641.65	1460.33	1078.5	453.85	4606.75	8394.15	10095.83	1767.75
5-FORMYL-THF-CYCLO-LIGASE-RXN	12983.48	4515.83	2146.42	2584.0	2484.62	3032.67	3364.26	3785.08	2453.0	2382.18	1427.5	11290.92	3483.42	1848.3	3808.0	2682.0	4117.6	3079.22	3511.39	3318.85	3166.67	11877.05	3567.53	4406.78	4208.58	5594.76	2914.4	3332.42	1554.85	1782.44	2264.75	2356.02	5432.84	2726.16	4708.15	1991.47	1737.55	1999.98	2259.17	2418.71	3125.62	12045.67	7262.84	9901.749999999998	6752.97	7015.77	2222.78	8094.34	11785.98	15520.83	2346.25
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	809.6700000000002	3.0	1.67	0.0	2.2	0.0	0.0	3.67	0.0	10.6	0.0	3463.33	33.0	212.8	11.0	0.0	292.6	61.0	3.0	0.6	4.67	639.96	7.0	35.2	302.0	52.6	61.6	0.5	175.6	42.4	88.6	70.1	596.9300000000002	40.2	147.8	9.8	30.8	184.4	95.0	343.6	76.2	547.5600000000002	274.0	1254.83	771.17	124.84	120.27	496.0	1142.73	447.33	0.0
